NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2015;50;MS;5003801;Fátima do Sul;50017560;EE JONAS BELARMINO DA SILVA;2;2;33;3;24;72,73;473,45;538,45;503,93;447,70;517,50;NA;NA;Grupo 3;52,2;95,83;80,5;19,5;0,0;De 31 a 60 alunos
2015;50;MS;5004502;Itaporã;50017730;EE SEN SALDANHA DERZI;2;2;16;0;11;68,75;459,65;534,51;456,16;431,62;467,27;NA;NA;Grupo 3;72,9;100,00;67,0;8,8;24,2;De 1 a 30 alunos
2015;50;MS;5005251;Laguna Carapã;50017829;EE ALVARO MARTINS DOS SANTOS;2;1;57;0;35;61,40;463,91;543,03;491,89;444,97;478,86;NA;NA;Grupo 3;36,8;94,29;82,1;6,9;11,0;De 31 a 60 alunos
2015;50;MS;5005400;Maracaju;50018027;EE MANOEL FERREIRA DE LIMA;2;1;88;0;65;73,86;444,42;517,28;473,88;422,77;479,08;NA;NA;Grupo 4;67,2;80,00;72,6;20,8;6,6;De 61 a 90 alunos
2015;50;MS;5005400;Maracaju;50018035;EE PADRE CONSTANTINO DE MONTE;2;1;79;3;58;73,42;456,09;522,45;478,14;433,54;479,84;NA;NA;Grupo 3;61,2;75,86;72,7;21,5;5,8;De 61 a 90 alunos
2015;50;MS;5005400;Maracaju;50018116;EE CAMBARAI;2;1;83;0;62;74,70;460,05;542,27;478,17;422,56;484,84;NA;NA;Grupo 3;59,0;75,81;71,8;17,6;10,6;De 61 a 90 alunos
2015;50;MS;5006002;Nova Alvorada do Sul;50018230;EE ANTONIO COELHO;2;1;83;0;57;68,67;451,90;537,23;477,43;436,52;494,74;NA;NA;Grupo 3;61,3;82,46;80,4;16,5;3,1;De 61 a 90 alunos
2015;50;MS;5006606;Ponta Porã;50018337;COLEGIO TOTAL;4;1;13;0;13;100,00;593,78;634,31;570,87;622,12;710,77;NA;NA;Grupo 5;77,2;69,23;85,7;14,3;0,0;De 1 a 30 alunos
2015;50;MS;5006606;Ponta Porã;50018345;EE ADE MARQUES;2;1;145;0;90;62,07;466,11;536,54;481,24;424,43;502,44;NA;NA;Grupo 4;67,1;71,11;71,1;22,5;6,4;Maior que 90 alunos
2015;50;MS;5006606;Ponta Porã;50018353;EE DEP FERNANDO C CAPIBERIBE SALDANHA;2;1;71;0;43;60,56;453,79;532,23;469,37;447,30;494,88;NA;NA;Grupo 3;73,7;74,42;75,1;12,8;12,1;De 61 a 90 alunos
2015;50;MS;5006606;Ponta Porã;50018361;EE DR MIGUEL MARCONDES ARMANDO;2;1;36;0;22;61,11;464,98;550,90;489,77;440,65;519,09;NA;NA;Grupo 4;66,2;81,82;76,1;23,3;0,6;De 31 a 60 alunos
2015;50;MS;5006606;Ponta Porã;50018370;EE NOVA ITAMARATI;2;2;89;0;56;62,92;440,14;534,34;457,54;395,41;476,07;NA;NA;Grupo 3;60,9;80,36;80,5;16,0;3,5;De 61 a 90 alunos
2015;50;MS;5006606;Ponta Porã;50018388;EE JOAO BREMBATTI CALVOSO;2;1;173;1;108;62,43;455,36;542,91;494,22;436,63;494,44;NA;NA;Grupo 4;74,1;82,41;67,1;19,9;13,0;Maior que 90 alunos
2015;50;MS;5006606;Ponta Porã;50018663;ESCOLA MAGSUL;4;1;23;0;19;82,61;523,11;567,28;541,33;476,08;571,58;NA;NA;Grupo 5;85,7;78,95;91,4;4,3;4,3;De 1 a 30 alunos
2015;50;MS;5006606;Ponta Porã;50018671;ESCOLA MAPPE - MODERNA ASSOCIACAO PONTAPORANENSE DE ENSINO;4;1;22;0;20;90,91;553,88;591,20;560,34;570,22;598,00;NA;NA;Grupo 5;62,8;85,00;91,6;8,4;0,0;De 1 a 30 alunos
2015;50;MS;5006606;Ponta Porã;50018744;EE JOAQUIM MURTINHO;2;1;53;0;35;66,04;448,84;558,06;518,32;475,23;543,43;NA;NA;Grupo 4;81,5;60,00;55,8;43,6;0,6;De 31 a 60 alunos
2015;50;MS;5007208;Rio Brilhante;50019252;EE ETALIVIO PEREIRA MARTINS;2;1;102;0;75;73,53;457,58;543,89;485,66;450,89;511,73;NA;NA;Grupo 3;84,2;82,67;68,8;17,6;13,6;Maior que 90 alunos
2015;50;MS;5007208;Rio Brilhante;50019260;EE FERNANDO CORREA DA COSTA;2;1;97;3;66;68,04;487,81;567,07;508,32;497,39;551,52;NA;NA;Grupo 4;84,8;83,33;61,0;17,4;21,6;Maior que 90 alunos
2015;50;MS;5008404;Vicentina;50019384;EE PADRE JOSE DANIEL;2;1;42;0;37;88,10;466,53;550,61;489,85;463,01;542,70;NA;NA;Grupo 3;89,5;89,19;88,0;5,6;6,4;De 31 a 60 alunos
2015;50;MS;5000856;Angélica;50019503;EE DR JOSE MANOEL FONTANILLAS FRAGELLI;2;1;55;0;36;65,45;457,44;520,89;483,17;419,05;479,44;NA;NA;Grupo 3;60,0;66,67;86,9;1,5;11,6;De 31 a 60 alunos
2015;50;MS;5003157;Coronel Sapucaia;50019562;EE ENEIL VARGAS;2;1;39;0;25;64,10;451,62;534,01;463,63;425,52;494,40;NA;NA;Grupo 3;78,6;92,00;82,5;15,3;2,2;De 31 a 60 alunos
2015;50;MS;5003454;Deodápolis;50019660;EE 13 DE MAIO;2;1;66;0;41;62,12;463,12;547,02;481,32;462,55;543,90;NA;NA;Grupo 4;76,0;78,05;62,2;14,0;23,8;De 61 a 90 alunos
2015;50;MS;5003454;Deodápolis;50019880;EE PORTO VILMA;2;2;22;0;13;59,09;483,18;522,57;469,85;456,12;566,15;NA;NA;Grupo 3;66,7;92,31;83,9;10,7;5,4;De 1 a 30 alunos
2015;50;MS;5004007;Glória de Dourados;50020374;EE PROFª EUFROSINA PINTO;2;1;47;0;41;87,23;493,29;563,94;496,39;456,49;569,27;NA;NA;Grupo 4;54,9;85,37;94,1;5,3;0,6;De 31 a 60 alunos
2015;50;MS;5004304;Iguatemi;50020668;EE MARCILIO AUGUSTO PINTO;2;1;20;0;13;65,00;456,94;560,61;475,88;449,25;496,92;NA;NA;Grupo 3;55,6;100,00;85,7;6,1;8,2;De 1 a 30 alunos
2015;50;MS;5004601;Itaquiraí;50020765;EE MANOEL GUILHERME DOS SANTOS;2;1;75;0;48;64,00;449,89;513,09;459,65;423,87;446,67;NA;NA;Grupo 3;65,9;54,17;83,1;7,8;9,1;De 61 a 90 alunos
2015;50;MS;5004700;Ivinhema;50020838;EE REYNALDO MASSI;2;1;105;1;87;82,86;478,20;542,69;484,77;452,05;545,52;NA;NA;Grupo 3;60,6;79,31;87,7;10,2;2,1;Maior que 90 alunos
2015;50;MS;5004700;Ivinhema;50020846;EE SEN FILINTO MULLER;2;1;54;0;44;81,48;478,33;549,43;483,88;449,46;532,73;NA;NA;Grupo 4;69,2;68,18;84,7;9,8;5,5;De 31 a 60 alunos
2015;50;MS;5004700;Ivinhema;50020897;INSTITUTO DE EDUCACAO NOVA GERACAO;4;1;15;0;14;93,33;475,87;521,51;507,78;477,52;564,29;NA;NA;Grupo 5;67,5;85,71;95,2;4,8;0,0;De 1 a 30 alunos
2015;50;MS;5005103;Jateí;50021052;EE PROFª BERNADETE SANTOS LEITE;2;1;34;0;21;61,76;451,46;529,25;468,45;422,35;506,67;NA;NA;Grupo 3;50,0;100,00;90,0;2,7;7,3;De 31 a 60 alunos
2015;50;MS;5005681;Mundo Novo;50021222;EE PROFª IOLANDA ALLY;2;1;65;1;49;75,38;448,03;535,27;478,15;437,49;473,24;NA;NA;Grupo 4;40,6;73,47;84,1;13,2;2,7;De 61 a 90 alunos
2015;50;MS;5005707;Naviraí;50021338;EE VINICIUS DE MORAES;2;1;40;1;27;67,50;493,64;546,59;489,33;460,33;525,93;NA;NA;Grupo 3;47,7;85,19;84,3;15,7;0,0;De 31 a 60 alunos
2015;50;MS;5005707;Naviraí;50021346;EE EURICO GASPAR DUTRA;2;1;70;0;54;77,14;497,30;559,98;514,55;468,63;553,70;NA;NA;Grupo 3;86,7;79,63;76,7;17,1;6,2;De 61 a 90 alunos
2015;50;MS;5005707;Naviraí;50021370;EE PRES MEDICI;2;1;294;1;196;66,67;469,14;538,80;481,16;445,04;495,89;NA;NA;Grupo 3;78,6;77,04;82,0;17,6;0,4;Maior que 90 alunos
2015;50;MS;5005707;Naviraí;50021460;EE ANTONIO FERNANDES;2;1;66;0;45;68,18;470,72;551,48;492,36;448,37;516,44;NA;NA;Grupo 3;53,3;55,56;96,2;3,8;0,0;De 61 a 90 alunos
2015;50;MS;5006358;Paranhos;50021540;EE SANTIAGO BENITES;2;1;97;0;51;52,58;449,65;522,38;467,68;430,12;493,33;NA;NA;Grupo 3;71,5;92,16;71,5;16,2;12,3;Maior que 90 alunos
2015;50;MS;5004502;Itaporã;50022393;EE RODRIGUES ALVES;2;1;97;4;53;54,64;450,05;543,16;478,93;451,55;489,43;NA;NA;Grupo 4;68,6;81,13;77,6;20,6;1,8;Maior que 90 alunos
2015;50;MS;5006200;Nova Andradina;50022598;ESCOLA PE JOAO UMBERTO SACHET;4;1;13;0;13;100,00;525,50;612,29;554,03;523,01;627,69;NA;NA;Grupo 5;40,0;23,08;92,1;7,9;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50022997;EE JOSE ANTONIO PEREIRA;2;1;76;2;59;77,63;487,28;563,47;513,25;481,80;543,73;NA;NA;Grupo 4;68,0;66,10;62,0;25,2;12,8;De 61 a 90 alunos
2015;50;MS;5002704;Campo Grande;50023004;EE PROFª NEYDER SUELLY COSTA VIEIRA;2;1;29;1;19;65,52;451,38;503,64;479,79;450,77;514,74;NA;NA;Grupo 3;79,0;52,63;72,7;14,7;12,6;De 1 a 30 alunos
2015;50;MS;5002951;Chapadão do Sul;50024302;COLEGIO ATENAS;4;1;19;0;19;100,00;565,44;605,13;553,97;576,57;621,05;NA;NA;Grupo 6;76,7;78,95;94,6;5,4;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50024507;EM AGRICOLA GOV ARNALDO ESTEVAO DE FIGUEIREDO;3;2;17;0;17;100,00;491,50;528,38;488,81;479,72;517,65;NA;NA;Grupo 4;92,5;100,00;94,9;5,1;0,0;De 1 a 30 alunos
2015;50;MS;5008305;Três Lagoas;50024701;COLEGIO HERMESINDO ALONSO GONZALEZ;4;1;34;0;31;91,18;558,35;633,14;570,67;563,56;673,55;NA;NA;Grupo 5;69,1;87,10;94,7;5,3;0,0;De 31 a 60 alunos
2015;50;MS;5000807;Anaurilândia;50025732;EE GUAICURU;2;1;57;0;45;78,95;448,50;513,50;448,39;439,75;492,00;NA;NA;Grupo 3;50,0;88,89;87,0;5,4;7,6;De 31 a 60 alunos
2015;50;MS;5002704;Campo Grande;50025759;EEIEFM GENERAL OSORIO;4;1;19;0;18;94,74;617,24;664,20;619,26;702,99;832,22;NA;NA;Grupo 6;85,4;72,22;96,4;3,6;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50025767;COLEGIO AMBIENTAL;4;1;22;0;20;90,91;523,27;569,33;528,58;536,96;568,00;NA;NA;Grupo 6;63,6;60,00;98,4;1,6;0,0;De 1 a 30 alunos
2015;50;MS;5004304;Iguatemi;50026437;EE PAULO FREIRE;2;1;19;0;11;57,89;440,70;547,65;480,47;408,73;461,82;NA;NA;Grupo 3;67,6;90,91;87,7;7,0;5,3;De 1 a 30 alunos
2015;50;MS;5003702;Dourados;50026569;EE PROF ALICIO ARAUJO;2;1;36;2;26;72,22;492,73;553,46;521,88;446,92;548,46;NA;NA;Grupo 4;72,6;76,92;78,3;21,7;0,0;De 31 a 60 alunos
2015;50;MS;5006259;Novo Horizonte do Sul;50026852;EE DORCELINA DE OLIVEIRA FOLADOR;2;1;49;0;28;57,14;466,85;529,26;469,12;448,65;509,29;NA;NA;Grupo 2;61,5;82,14;69,1;5,5;25,4;De 31 a 60 alunos
2015;50;MS;5003702;Dourados;50027581;EE PROF CELSO MULLER DO AMARAL;2;1;69;1;50;72,46;462,87;522,85;476,23;429,76;478,40;NA;NA;Grupo 3;78,1;84,00;69,7;28,5;1,8;De 61 a 90 alunos
2015;50;MS;5001003;Aparecida do Taboado;50027689;ESCOLA RECANTO;4;1;12;0;11;91,67;516,86;612,27;553,36;525,39;605,45;NA;NA;Grupo 4;61,5;45,45;100,0;0,0;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50027956;COLEGIO HARMONIA;4;1;17;0;16;94,12;629,34;664,94;609,26;720,03;823,75;NA;NA;Grupo 6;53,4;50,00;97,5;2,5;0,0;De 1 a 30 alunos
2015;50;MS;5006606;Ponta Porã;50028456;EE PROF JOSE EDSON DOMINGOS DOS SANTOS;2;2;37;0;27;72,97;460,07;553,44;461,94;437,23;505,93;NA;NA;Grupo 3;46,2;85,19;91,3;5,2;3,5;De 31 a 60 alunos
2015;50;MS;5002704;Campo Grande;50028758;COLEGIO GERACAO 2001;4;1;12;0;12;100,00;504,23;573,25;519,40;512,71;550,00;NA;NA;Grupo 5;64,1;66,67;97,3;2,7;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50028880;EE PROFª CLARINDA MENDES DE AQUINO;2;1;89;2;65;73,03;469,24;547,67;495,20;433,74;528,31;NA;NA;Grupo 3;85,5;56,92;71,2;15,6;13,2;De 61 a 90 alunos
2015;50;MS;5002951;Chapadão do Sul;50029053;ESCOLA ESTADUAL JORGE AMADO;2;1;92;0;71;77,17;472,80;541,47;497,91;455,71;494,93;NA;NA;Grupo 3;56,7;67,61;79,7;13,5;6,8;Maior que 90 alunos
2015;50;MS;5003702;Dourados;50029150;COLEGIO TOTAL- UNIDADE DOURADOS;4;1;33;0;31;93,94;545,14;589,01;542,34;549,89;685,81;NA;NA;Grupo 5;54,9;35,48;95,0;5,0;0,0;De 31 a 60 alunos
2015;50;MS;5002704;Campo Grande;50029258;ESCOLA CEAPE - C DE ENSINO E APRENDIZAGEM;4;1;13;0;12;92,31;482,07;601,08;532,62;482,85;611,67;NA;NA;Grupo 5;84,4;25,00;94,7;5,3;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50029266;COLEGIO CBA ABC;4;1;80;1;75;93,75;537,39;591,54;531,64;554,43;680,27;NA;NA;Grupo 5;78,9;76,00;97,5;2,1;0,4;De 61 a 90 alunos
2015;50;MS;5002704;Campo Grande;50029940;INSTITUTO BATISTA DE EDUCACAO ERILASIO NOGUEIRA;4;1;10;1;10;100,00;494,15;600,45;525,88;501,34;560,00;NA;NA;Grupo 4;40,5;60,00;85,3;14,7;0,0;De 1 a 30 alunos
2015;50;MS;5003207;Corumbá;50030132;ESCOLA TENIR LTDA;4;1;45;0;41;91,11;529,61;599,92;561,08;498,73;700,00;NA;NA;Grupo 5;72,2;63,41;96,8;2,5;0,7;De 31 a 60 alunos
2015;50;MS;5000609;Amambai;50030370;EE INDIGENA MBO EROY GUARANI KAIOWA;2;2;37;5;20;54,05;391,02;508,16;427,27;413,83;444,00;NA;NA;Grupo 1;61,5;90,00;81,3;8,4;10,3;De 31 a 60 alunos
2015;50;MS;5002704;Campo Grande;50030469;COLEGIO DE ENSINO MEDIO NOVA GERACAO;4;1;60;0;57;95,00;548,77;613,86;561,12;565,46;740,00;NA;NA;Grupo 5;80,5;70,18;78,5;21,5;0,0;De 31 a 60 alunos
2015;50;MS;5002704;Campo Grande;50030582;COLEGIO BIONATUS;4;1;91;0;86;94,51;604,87;633,22;593,61;660,87;772,56;NA;NA;Grupo 6;88,9;53,49;99,0;1,0;0,0;Maior que 90 alunos
2015;50;MS;5003702;Dourados;50030590;COLEGIO LUMIERE;4;1;36;0;33;91,67;643,37;676,07;630,10;721,82;728,48;NA;NA;Grupo 6;77,4;93,94;97,3;2,7;0,0;De 31 a 60 alunos
2015;50;MS;5004601;Itaquiraí;50030710;ESCOLA FAMILIA AGRICOLA DE ITAQUIRAI;4;2;29;0;17;58,62;436,46;519,55;428,04;452,19;401,18;NA;NA;Grupo 2;8,8;5,88;89,0;6,1;4,9;De 1 a 30 alunos
2015;50;MS;5001102;Aquidauana;50031112;EE INDIGENA DE EM PASTOR REGINALDO MIGUEL - HOYENO O;2;2;50;0;26;52,00;415,35;487,59;444,92;399,57;401,54;NA;NA;Grupo 1;48,1;65,38;74,0;26,0;0,0;De 31 a 60 alunos
2015;50;MS;5002704;Campo Grande;50031163;COLEGIO CLASSE A;4;1;71;0;71;100,00;596,61;649,11;598,93;646,72;747,61;NA;NA;Grupo 6;78,5;49,30;98,9;0,6;0,5;De 61 a 90 alunos
2015;50;MS;5002704;Campo Grande;50032100;COLEGIO BIONATUS II;4;1;64;0;63;98,44;695,28;682,42;641,88;802,65;866,98;NA;NA;Grupo 6;80,0;0,00;100,0;0,0;0,0;De 61 a 90 alunos
2015;50;MS;5002704;Campo Grande;50032127;COLEGIO NOTA DEZ - ENSINO MEDIO - UNIDADE II;4;1;173;0;166;95,95;582,96;635,82;582,09;624,37;811,08;NA;NA;Grupo 6;55,9;0,00;97,6;2,0;0,4;Maior que 90 alunos
2015;50;MS;5003702;Dourados;50032895;COLEGIO ANGLO UNIGRAN - UNIDADE II;4;1;25;0;25;100,00;628,80;661,03;611,27;716,19;768,80;NA;NA;Grupo 5;66,7;0,00;100,0;0,0;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50033000;COLEGIO NOTA DEZ - ENSINO MEDIO - UNIDADE III;4;1;20;0;20;100,00;592,28;641,09;586,53;647,03;829,00;NA;NA;Grupo 6;55,0;0,00;100,0;0,0;0,0;De 1 a 30 alunos
2015;50;MS;5008305;Três Lagoas;50040200;COLEGIO SALESIANO DOM BOSCO DE TRES LAGOAS;4;1;23;0;22;95,65;518,05;589,85;520,99;544,95;589,09;NA;NA;Grupo 5;50,0;0,00;85,3;14,7;0,0;De 1 a 30 alunos
2015;50;MS;5007208;Rio Brilhante;50044001;ESCOLA DE EDUCACAO CATIVANTE;4;1;24;0;24;100,00;535,76;596,14;526,29;512,36;629,17;NA;NA;Grupo 5;65,9;70,83;90,9;9,1;0,0;De 1 a 30 alunos
2015;50;MS;5003702;Dourados;50059823;COLEGIO DELPHOS;4;1;78;0;70;89,74;588,39;650,98;592,70;628,90;804,57;NA;NA;Grupo 6;69,8;42,86;97,7;2,3;0,0;De 61 a 90 alunos
2015;50;MS;5002704;Campo Grande;50060015;NOVA ESCOLA;4;1;100;0;86;86,00;543,92;618,82;564,03;587,53;715,58;NA;NA;Grupo 6;75,0;10,47;98,9;1,1;0,0;Maior que 90 alunos
2015;50;MS;5005400;Maracaju;50060856;IEM - INSTITUICAO DE ENSINO MARACAJUENSE;4;1;12;0;12;100,00;591,16;613,45;561,15;591,03;610,00;NA;NA;Grupo 5;35,7;100,00;100,0;0,0;0,0;De 1 a 30 alunos
2015;50;MS;5005400;Maracaju;50065807;ESCOLA NOSSA SENHORA APARECIDA;4;1;16;0;15;93,75;490,25;594,36;487,01;477,23;558,67;NA;NA;Grupo 4;56,3;0,00;96,7;3,3;0,0;De 1 a 30 alunos
2015;50;MS;5002704;Campo Grande;50081802;INSTITUTO DE EDUCACAO PARALELLUS;4;1;29;0;26;89,66;556,60;620,66;584,14;616,95;720,00;NA;NA;Grupo 5;81,1;42,31;96,4;3,6;0,0;De 1 a 30 alunos
2015;50;MS;5006200;Nova Andradina;50082884;EE PROF LUIZ CARLOS SAMPAIO;2;2;50;0;26;52,00;479,19;563,68;489,19;454,01;483,85;NA;NA;Grupo 2;57,1;80,77;75,1;15,4;9,5;De 31 a 60 alunos
2015;50;MS;5007901;Sidrolândia;50082957;INSTITUTO EDUCACIONAL ARANCUA;4;1;16;0;16;100,00;516,72;565,96;501,90;511,18;530,00;NA;NA;Grupo 5;38,5;75,00;97,9;2,1;0,0;De 1 a 30 alunos
2015;51;MT;5101407;Aripuanã;51000695;EE SAO FRANCISCO DE ASSIS;2;1;48;0;29;60,42;447,66;527,74;479,70;410,32;491,72;NA;NA;Grupo 3;30,6;79,31;51,9;20,7;27,4;De 31 a 60 alunos
2015;51;MT;5102850;Castanheira;51001624;EE MARIA QUITERIA;2;1;57;1;40;70,18;432,10;503,08;442,96;421,15;467,50;NA;NA;Grupo 3;23,1;90,00;69,3;8,0;22,7;De 31 a 60 alunos
2015;51;MT;5105150;Juína;51002736;EE DR ARTUR ANTUNES MACIEL;2;1;285;9;198;69,47;469,28;541,36;479,93;441,13;517,17;NA;NA;Grupo 3;24,6;80,81;63,9;18,2;17,9;Maior que 90 alunos
2015;51;MT;5105150;Juína;51002817;EE ANTONIO FRANCISCO LISBOA;2;2;43;0;22;51,16;460,40;533,96;463,45;418,89;501,82;NA;NA;Grupo 3;26,0;81,82;69,7;11,4;18,9;De 31 a 60 alunos
2015;51;MT;5100250;Alta Floresta;51003082;COLEGIO ALTA FLORESTA ED INFANTIL EF E EM;4;1;17;0;15;88,24;515,28;611,11;545,90;504,14;634,67;NA;NA;Grupo 5;50,0;73,33;100,0;0,0;0,0;De 1 a 30 alunos
2015;51;MT;5100250;Alta Floresta;51003570;EE VITORIA FURLANI DA RIVA;2;1;196;3;139;70,92;465,58;543,73;489,97;441,48;521,15;NA;NA;Grupo 3;41,0;67,63;66,1;15,1;18,8;Maior que 90 alunos
2015;51;MT;5100250;Alta Floresta;51003694;EE OURO VERDE;2;2;27;0;20;74,07;458,03;549,10;480,99;445,30;556,00;NA;NA;Grupo 2;11,1;60,00;90,5;7,4;2,1;De 1 a 30 alunos
2015;51;MT;5100250;Alta Floresta;51003813;EE 19 DE MAIO;2;1;45;1;23;51,11;476,79;544,84;479,27;427,50;544,35;NA;NA;Grupo 4;31,9;52,17;70,9;21,2;7,9;De 31 a 60 alunos
2015;51;MT;5100250;Alta Floresta;51004208;ESCOLA PRESBITERIANA DE ALTA FLORESTA;4;1;23;0;20;86,96;549,75;597,85;546,27;592,45;721,00;NA;NA;Grupo 5;38,5;80,00;97,6;1,2;1,2;De 1 a 30 alunos
2015;51;MT;5102793;Carlinda;51004356;EE TANCREDO DE ALMEIDA NEVES;2;1;87;0;60;68,97;462,92;526,92;465,07;422,27;467,00;NA;NA;Grupo 3;39,8;85,00;67,2;23,6;9,2;De 61 a 90 alunos
2015;51;MT;5106158;Nova Bandeirantes;51004968;EE PROF VALDOMIRO TEODORO CANDIDO;2;1;99;0;52;52,53;458,01;518,00;457,97;417,14;474,62;NA;NA;Grupo 3;27,8;88,46;69,5;17,3;13,2;Maior que 90 alunos
2015;51;MT;5106299;Paranaíta;51005409;EE JOAO PAULO I;2;1;96;0;58;60,42;459,83;552,16;486,80;440,81;488,97;NA;NA;Grupo 3;20,6;87,93;72,4;14,5;13,1;Maior que 90 alunos
2015;51;MT;5103205;Colíder;51005786;COLEGIO VISAO;4;1;18;0;15;83,33;495,39;561,53;496,78;515,92;576,00;NA;NA;Grupo 4;38,2;86,67;92,3;5,8;1,9;De 1 a 30 alunos
2015;51;MT;5103205;Colíder;51006847;EE DESMILTON ARMANDO POMPEU DE BARROS;2;1;201;2;152;75,62;459,90;545,70;486,70;436,55;569,08;NA;NA;Grupo 3;32,5;73,68;75,4;13,0;11,6;Maior que 90 alunos
2015;51;MT;5103205;Colíder;51006863;EE CEL ANTONIO PAES DE BARROS;2;1;68;0;34;50,00;453,46;508,64;454,89;390,88;467,65;NA;NA;Grupo 3;50,8;85,29;50,3;28,4;21,3;De 61 a 90 alunos
2015;51;MT;5103205;Colíder;51006901;EE PALMITAL;2;2;12;0;11;91,67;442,82;533,53;447,17;411,89;418,18;NA;NA;Grupo 3;23,9;100,00;88,1;1,7;10,2;De 1 a 30 alunos
2015;51;MT;5104104;Guarantã do Norte;51006952;COLEGIO INOVACAO EDC INFANTIL ENS FUNDAMENTAL E MEDIO;4;1;11;0;10;90,91;500,49;555,51;513,09;512,46;526,00;NA;NA;Grupo 4;20,0;40,00;97,4;2,6;0,0;De 1 a 30 alunos
2015;51;MT;5106265;Novo Mundo;51007657;EE EDUCACAO BASICA ANDRE ANTONIO MAGGI;2;1;39;0;27;69,23;462,94;536,43;482,54;439,93;464,44;NA;NA;Grupo 3;29,3;81,48;77,1;12,5;10,4;De 31 a 60 alunos
2015;51;MT;5104104;Guarantã do Norte;51007738;ESCOLA MONTEIRO LOBATO;4;1;17;0;17;100,00;547,71;590,88;551,36;531,46;616,47;NA;NA;Grupo 5;16,7;52,94;100,0;0,0;0,0;De 1 a 30 alunos
2015;51;MT;5106216;Nova Canaã do Norte;51008084;EESPSG NOVA UNIAO;2;2;47;0;26;55,32;454,34;530,18;471,72;419,75;473,08;NA;NA;Grupo 1;16,2;88,46;82,2;1,3;16,5;De 31 a 60 alunos
2015;51;MT;5106216;Nova Canaã do Norte;51008602;EE NOVA CANAA;2;1;91;1;50;54,95;445,20;526,05;456,87;443,84;492,40;NA;NA;Grupo 3;32,3;84,00;65,1;22,5;12,4;Maior que 90 alunos
2015;51;MT;5108055;Terra Nova do Norte;51009609;EE 12 ABRIL;2;1;99;3;62;62,63;464,55;528,13;480,37;441,81;521,29;NA;NA;Grupo 3;28,8;75,81;75,6;11,5;12,9;Maior que 90 alunos
2015;51;MT;5108808;Nova Guarita;51009730;EE 13 DE MAIO;2;1;68;1;43;63,24;472,37;532,03;472,77;447,60;508,37;NA;NA;Grupo 3;35,3;81,40;67,2;24,1;8,7;De 61 a 90 alunos
2015;51;MT;5102637;Campo Novo do Parecis;51009986;EE ARGEU AUGUSTO DE MORAES;2;2;33;0;18;54,55;441,53;516,81;458,87;443,15;460,00;NA;NA;Grupo 3;33,3;100,00;61,0;15,4;23,6;De 31 a 60 alunos
2015;51;MT;5102637;Campo Novo do Parecis;51010224;EE MADRE TARCILA;2;1;128;2;91;71,09;466,03;545,65;492,57;452,79;514,29;NA;NA;Grupo 3;29,8;61,54;52,9;34,6;12,5;Maior que 90 alunos
2015;51;MT;5103304;Comodoro;51010372;EE DONA ROSA FRIGGER PIOVEZAN;2;1;126;3;80;63,49;464,55;537,16;478,25;450,50;500,00;NA;NA;Grupo 3;25,2;63,75;62,0;16,0;22,0;Maior que 90 alunos
2015;51;MT;5102686;Campos de Júlio;51010470;EE ANGELINA FRANCISCON MAZUTTI;2;1;54;1;34;62,96;461,97;524,35;468,39;439,72;545,29;NA;NA;Grupo 3;33,1;70,59;75,6;11,3;13,1;De 31 a 60 alunos
2015;51;MT;5103502;Diamantino;51010810;ESCOLA PIAGET DE DIAMANTINO;4;1;16;0;14;87,50;505,96;552,77;492,11;512,92;552,86;NA;NA;Grupo 5;33,3;64,29;97,6;0,0;2,4;De 1 a 30 alunos
2015;51;MT;5103502;Diamantino;51011166;EE PLACIDO DE CASTRO;2;1;92;1;62;67,39;454,05;536,58;480,91;431,22;513,23;NA;NA;Grupo 3;39,0;77,42;68,0;13,9;18,1;Maior que 90 alunos
2015;51;MT;5103502;Diamantino;51011174;EE MANOEL JOSE MURTINHO;2;1;68;1;53;77,94;464,15;542,71;484,87;443,10;522,26;NA;NA;Grupo 3;27,5;83,02;59,5;22,7;17,8;De 61 a 90 alunos
